target,location,truth_date,year_week,season,value,data_source
ILI incidence,AT,2023-10-29,2023-W43,2023-2024,2094.0,ERVISS
ILI incidence,AT,2023-11-05,2023-W44,2023-2024,2090.6,ERVISS
ILI incidence,AT,2023-11-12,2023-W45,2023-2024,2248.4,ERVISS
ILI incidence,AT,2023-11-19,2023-W46,2023-2024,2184.9,ERVISS
ILI incidence,AT,2023-11-26,2023-W47,2023-2024,2778.6,ERVISS
ILI incidence,AT,2023-12-03,2023-W48,2023-2024,2395.5,ERVISS
ILI incidence,AT,2023-12-10,2023-W49,2023-2024,2834.0,ERVISS
ILI incidence,AT,2023-12-17,2023-W50,2023-2024,3242.5,ERVISS
ILI incidence,AT,2023-12-24,2023-W51,2023-2024,3209.8,ERVISS
ILI incidence,AT,2023-12-31,2023-W52,2023-2024,2238.3,ERVISS
ILI incidence,AT,2024-01-07,2024-W01,2023-2024,2420.4,ERVISS
ILI incidence,AT,2024-01-14,2024-W02,2023-2024,2343.0,ERVISS
ILI incidence,AT,2024-01-21,2024-W03,2023-2024,2156.0,ERVISS
ILI incidence,AT,2024-01-28,2024-W04,2023-2024,3180.1,ERVISS
ILI incidence,AT,2024-02-04,2024-W05,2023-2024,3161.0,ERVISS
ILI incidence,AT,2024-02-11,2024-W06,2023-2024,3595.8,ERVISS
ILI incidence,AT,2024-02-18,2024-W07,2023-2024,2634.8,ERVISS
ILI incidence,AT,2024-02-25,2024-W08,2023-2024,1945.2,ERVISS
ILI incidence,AT,2024-03-03,2024-W09,2023-2024,2338.0,ERVISS
ILI incidence,AT,2024-03-10,2024-W10,2023-2024,1790.0,ERVISS
ILI incidence,AT,2024-03-17,2024-W11,2023-2024,1798.0,ERVISS
ILI incidence,AT,2024-03-24,2024-W12,2023-2024,2179.8,ERVISS
ILI incidence,AT,2024-03-31,2024-W13,2023-2024,1629.1,ERVISS
ILI incidence,AT,2024-04-07,2024-W14,2023-2024,1512.6,ERVISS
ILI incidence,AT,2024-10-20,2024-W42,2024-2025,2670.8,ERVISS
ILI incidence,AT,2024-10-27,2024-W43,2024-2025,2302.5,ERVISS
ILI incidence,AT,2024-11-03,2024-W44,2024-2025,1685.2,ERVISS
ILI incidence,AT,2024-11-10,2024-W45,2024-2025,2008.9,ERVISS
ILI incidence,AT,2024-11-17,2024-W46,2024-2025,1968.2,ERVISS
ILI incidence,AT,2024-11-24,2024-W47,2024-2025,2850.8,ERVISS
ILI incidence,AT,2024-12-01,2024-W48,2024-2025,2054.6,ERVISS
ILI incidence,AT,2024-12-08,2024-W49,2024-2025,1908.7,ERVISS
ILI incidence,AT,2024-12-15,2024-W50,2024-2025,2223.6,ERVISS
ILI incidence,AT,2024-12-22,2024-W51,2024-2025,3426.1,ERVISS
ILI incidence,AT,2024-12-29,2024-W52,2024-2025,2063.8,ERVISS
ILI incidence,AT,2025-01-05,2025-W01,2024-2025,2308.8,ERVISS
ILI incidence,AT,2025-01-12,2025-W02,2024-2025,2561.5,ERVISS
ILI incidence,AT,2025-01-19,2025-W03,2024-2025,2453.8,ERVISS
ILI incidence,AT,2025-01-26,2025-W04,2024-2025,3369.6,ERVISS
ILI incidence,AT,2025-02-02,2025-W05,2024-2025,2843.7,ERVISS
ILI incidence,AT,2025-02-09,2025-W06,2024-2025,2375.8,ERVISS
ILI incidence,AT,2025-02-16,2025-W07,2024-2025,2817.1,ERVISS
ILI incidence,AT,2025-02-23,2025-W08,2024-2025,3240.7,ERVISS
ILI incidence,AT,2025-03-02,2025-W09,2024-2025,2547.7,ERVISS
ILI incidence,AT,2025-03-09,2025-W10,2024-2025,2059.3,ERVISS
ILI incidence,AT,2025-03-16,2025-W11,2024-2025,1706.2,ERVISS
ILI incidence,AT,2025-03-23,2025-W12,2024-2025,2082.4,ERVISS
ILI incidence,AT,2025-03-30,2025-W13,2024-2025,1894.2,ERVISS
ILI incidence,AT,2025-04-06,2025-W14,2024-2025,1724.4,ERVISS
ILI incidence,BE,2023-10-22,2023-W42,2023-2024,149.7,ERVISS
ILI incidence,BE,2023-10-29,2023-W43,2023-2024,71.8,ERVISS
ILI incidence,BE,2023-11-05,2023-W44,2023-2024,154.3,ERVISS
ILI incidence,BE,2023-11-12,2023-W45,2023-2024,175.9,ERVISS
ILI incidence,BE,2023-11-19,2023-W46,2023-2024,179.3,ERVISS
ILI incidence,BE,2023-11-26,2023-W47,2023-2024,207.4,ERVISS
ILI incidence,BE,2023-12-03,2023-W48,2023-2024,232.9,ERVISS
ILI incidence,BE,2023-12-10,2023-W49,2023-2024,246.8,ERVISS
ILI incidence,BE,2023-12-17,2023-W50,2023-2024,387.8,ERVISS
ILI incidence,BE,2023-12-24,2023-W51,2023-2024,461.6,ERVISS
ILI incidence,BE,2023-12-31,2023-W52,2023-2024,152.8,ERVISS
ILI incidence,BE,2024-01-07,2024-W01,2023-2024,215.3,ERVISS
ILI incidence,BE,2024-01-14,2024-W02,2023-2024,295.4,ERVISS
ILI incidence,BE,2024-01-21,2024-W03,2023-2024,329.6,ERVISS
ILI incidence,BE,2024-01-28,2024-W04,2023-2024,628.0,ERVISS
ILI incidence,BE,2024-02-04,2024-W05,2023-2024,586.2,ERVISS
ILI incidence,BE,2024-02-11,2024-W06,2023-2024,562.6,ERVISS
ILI incidence,BE,2024-02-18,2024-W07,2023-2024,287.8,ERVISS
ILI incidence,BE,2024-02-25,2024-W08,2023-2024,328.7,ERVISS
ILI incidence,BE,2024-03-03,2024-W09,2023-2024,232.0,ERVISS
ILI incidence,BE,2024-03-10,2024-W10,2023-2024,125.1,ERVISS
ILI incidence,BE,2024-03-17,2024-W11,2023-2024,153.4,ERVISS
ILI incidence,BE,2024-03-24,2024-W12,2023-2024,74.7,ERVISS
ILI incidence,BE,2024-03-31,2024-W13,2023-2024,94.5,ERVISS
ILI incidence,BE,2024-04-07,2024-W14,2023-2024,93.9,ERVISS
ILI incidence,BE,2024-10-20,2024-W42,2024-2025,152.0,ERVISS
ILI incidence,BE,2024-10-27,2024-W43,2024-2025,95.8,ERVISS
ILI incidence,BE,2024-11-03,2024-W44,2024-2025,46.9,ERVISS
ILI incidence,BE,2024-11-10,2024-W45,2024-2025,89.2,ERVISS
ILI incidence,BE,2024-11-17,2024-W46,2024-2025,69.6,ERVISS
ILI incidence,BE,2024-11-24,2024-W47,2024-2025,77.4,ERVISS
ILI incidence,BE,2024-12-01,2024-W48,2024-2025,119.1,ERVISS
ILI incidence,BE,2024-12-08,2024-W49,2024-2025,169.5,ERVISS
ILI incidence,BE,2024-12-15,2024-W50,2024-2025,251.5,ERVISS
ILI incidence,BE,2024-12-22,2024-W51,2024-2025,236.1,ERVISS
ILI incidence,BE,2024-12-29,2024-W52,2024-2025,342.4,ERVISS
ILI incidence,BE,2025-01-05,2025-W01,2024-2025,406.0,ERVISS
ILI incidence,BE,2025-01-12,2025-W02,2024-2025,654.4,ERVISS
ILI incidence,BE,2025-01-19,2025-W03,2024-2025,768.5,ERVISS
ILI incidence,BE,2025-01-26,2025-W04,2024-2025,1219.0,ERVISS
ILI incidence,BE,2025-02-02,2025-W05,2024-2025,1211.9,ERVISS
ILI incidence,BE,2025-02-09,2025-W06,2024-2025,838.9,ERVISS
ILI incidence,BE,2025-02-16,2025-W07,2024-2025,873.9,ERVISS
ILI incidence,BE,2025-02-23,2025-W08,2024-2025,718.4,ERVISS
ILI incidence,BE,2025-03-02,2025-W09,2024-2025,508.9,ERVISS
ILI incidence,BE,2025-03-09,2025-W10,2024-2025,280.2,ERVISS
ILI incidence,BE,2025-03-16,2025-W11,2024-2025,199.4,ERVISS
ILI incidence,BE,2025-03-23,2025-W12,2024-2025,157.9,ERVISS
ILI incidence,BE,2025-03-30,2025-W13,2024-2025,122.7,ERVISS
ILI incidence,BE,2025-04-06,2025-W14,2024-2025,100.6,ERVISS
ILI incidence,CZ,2023-10-22,2023-W42,2023-2024,13.8,ERVISS
ILI incidence,CZ,2023-10-29,2023-W43,2023-2024,14.0,ERVISS
ILI incidence,CZ,2023-11-05,2023-W44,2023-2024,14.9,ERVISS
ILI incidence,CZ,2023-11-12,2023-W45,2023-2024,17.4,ERVISS
ILI incidence,CZ,2023-11-19,2023-W46,2023-2024,12.4,ERVISS
ILI incidence,CZ,2023-11-26,2023-W47,2023-2024,22.5,ERVISS
ILI incidence,CZ,2023-12-03,2023-W48,2023-2024,27.7,ERVISS
ILI incidence,CZ,2023-12-10,2023-W49,2023-2024,36.7,ERVISS
ILI incidence,CZ,2023-12-17,2023-W50,2023-2024,41.7,ERVISS
ILI incidence,CZ,2023-12-24,2023-W51,2023-2024,42.2,ERVISS
ILI incidence,CZ,2023-12-31,2023-W52,2023-2024,29.3,ERVISS
ILI incidence,CZ,2024-01-07,2024-W01,2023-2024,40.3,ERVISS
ILI incidence,CZ,2024-01-14,2024-W02,2023-2024,43.5,ERVISS
ILI incidence,CZ,2024-01-21,2024-W03,2023-2024,68.4,ERVISS
ILI incidence,CZ,2024-01-28,2024-W04,2023-2024,108.8,ERVISS
ILI incidence,CZ,2024-02-04,2024-W05,2023-2024,176.9,ERVISS
ILI incidence,CZ,2024-02-11,2024-W06,2023-2024,182.7,ERVISS
ILI incidence,CZ,2024-02-18,2024-W07,2023-2024,152.2,ERVISS
ILI incidence,CZ,2024-02-25,2024-W08,2023-2024,103.4,ERVISS
ILI incidence,CZ,2024-03-03,2024-W09,2023-2024,71.4,ERVISS
ILI incidence,CZ,2024-03-10,2024-W10,2023-2024,46.1,ERVISS
ILI incidence,CZ,2024-03-17,2024-W11,2023-2024,33.5,ERVISS
ILI incidence,CZ,2024-03-24,2024-W12,2023-2024,24.9,ERVISS
ILI incidence,CZ,2024-03-31,2024-W13,2023-2024,17.2,ERVISS
ILI incidence,CZ,2024-04-07,2024-W14,2023-2024,17.7,ERVISS
ILI incidence,CZ,2024-10-20,2024-W42,2024-2025,17.4,ERVISS
ILI incidence,CZ,2024-10-27,2024-W43,2024-2025,19.7,ERVISS
ILI incidence,CZ,2024-11-03,2024-W44,2024-2025,17.1,ERVISS
ILI incidence,CZ,2024-11-10,2024-W45,2024-2025,18.5,ERVISS
ILI incidence,CZ,2024-11-17,2024-W46,2024-2025,20.4,ERVISS
ILI incidence,CZ,2024-11-24,2024-W47,2024-2025,19.8,ERVISS
ILI incidence,CZ,2024-12-01,2024-W48,2024-2025,20.6,ERVISS
ILI incidence,CZ,2024-12-08,2024-W49,2024-2025,19.3,ERVISS
ILI incidence,CZ,2024-12-15,2024-W50,2024-2025,17.3,ERVISS
ILI incidence,CZ,2024-12-22,2024-W51,2024-2025,22.1,ERVISS
ILI incidence,CZ,2024-12-29,2024-W52,2024-2025,9.5,ERVISS
ILI incidence,CZ,2025-01-05,2025-W01,2024-2025,14.8,ERVISS
ILI incidence,CZ,2025-01-12,2025-W02,2024-2025,29.6,ERVISS
ILI incidence,CZ,2025-01-19,2025-W03,2024-2025,51.6,ERVISS
ILI incidence,CZ,2025-01-26,2025-W04,2024-2025,98.7,ERVISS
ILI incidence,CZ,2025-02-02,2025-W05,2024-2025,161.6,ERVISS
ILI incidence,CZ,2025-02-09,2025-W06,2024-2025,167.7,ERVISS
ILI incidence,CZ,2025-02-16,2025-W07,2024-2025,199.5,ERVISS
ILI incidence,CZ,2025-02-23,2025-W08,2024-2025,161.8,ERVISS
ILI incidence,CZ,2025-03-02,2025-W09,2024-2025,116.9,ERVISS
ILI incidence,CZ,2025-03-09,2025-W10,2024-2025,79.4,ERVISS
ILI incidence,CZ,2025-03-16,2025-W11,2024-2025,68.4,ERVISS
ILI incidence,CZ,2025-03-23,2025-W12,2024-2025,48.8,ERVISS
ILI incidence,CZ,2025-03-30,2025-W13,2024-2025,37.9,ERVISS
ILI incidence,CZ,2025-04-06,2025-W14,2024-2025,29.1,ERVISS
ILI incidence,DK,2023-10-22,2023-W42,2023-2024,93.8,ERVISS
ILI incidence,DK,2023-10-29,2023-W43,2023-2024,123.7,ERVISS
ILI incidence,DK,2023-11-05,2023-W44,2023-2024,138.0,ERVISS
ILI incidence,DK,2023-11-12,2023-W45,2023-2024,158.0,ERVISS
ILI incidence,DK,2023-11-19,2023-W46,2023-2024,139.7,ERVISS
ILI incidence,DK,2023-11-26,2023-W47,2023-2024,173.7,ERVISS
ILI incidence,DK,2023-12-03,2023-W48,2023-2024,200.2,ERVISS
ILI incidence,DK,2023-12-10,2023-W49,2023-2024,230.5,ERVISS
ILI incidence,DK,2023-12-17,2023-W50,2023-2024,244.0,ERVISS
ILI incidence,DK,2023-12-24,2023-W51,2023-2024,214.0,ERVISS
ILI incidence,DK,2023-12-31,2023-W52,2023-2024,197.1,ERVISS
ILI incidence,DK,2024-01-07,2024-W01,2023-2024,179.0,ERVISS
ILI incidence,DK,2024-01-14,2024-W02,2023-2024,203.9,ERVISS
ILI incidence,DK,2024-01-21,2024-W03,2023-2024,172.4,ERVISS
ILI incidence,DK,2024-01-28,2024-W04,2023-2024,204.7,ERVISS
ILI incidence,DK,2024-02-04,2024-W05,2023-2024,171.6,ERVISS
ILI incidence,DK,2024-02-11,2024-W06,2023-2024,181.0,ERVISS
ILI incidence,DK,2024-02-18,2024-W07,2023-2024,159.7,ERVISS
ILI incidence,DK,2024-02-25,2024-W08,2023-2024,144.6,ERVISS
ILI incidence,DK,2024-03-03,2024-W09,2023-2024,148.1,ERVISS
ILI incidence,DK,2024-03-10,2024-W10,2023-2024,140.2,ERVISS
ILI incidence,DK,2024-03-17,2024-W11,2023-2024,109.2,ERVISS
ILI incidence,DK,2024-03-24,2024-W12,2023-2024,123.1,ERVISS
ILI incidence,DK,2024-03-31,2024-W13,2023-2024,154.7,ERVISS
ILI incidence,DK,2024-04-07,2024-W14,2023-2024,144.6,ERVISS
ILI incidence,DK,2024-10-20,2024-W42,2024-2025,155.8,ERVISS
ILI incidence,DK,2024-10-27,2024-W43,2024-2025,150.6,ERVISS
ILI incidence,DK,2024-11-03,2024-W44,2024-2025,153.0,ERVISS
ILI incidence,DK,2024-11-10,2024-W45,2024-2025,158.4,ERVISS
ILI incidence,DK,2024-11-17,2024-W46,2024-2025,144.9,ERVISS
ILI incidence,DK,2024-11-24,2024-W47,2024-2025,153.5,ERVISS
ILI incidence,DK,2024-12-01,2024-W48,2024-2025,149.8,ERVISS
ILI incidence,DK,2024-12-08,2024-W49,2024-2025,149.2,ERVISS
ILI incidence,DK,2024-12-15,2024-W50,2024-2025,159.6,ERVISS
ILI incidence,DK,2024-12-22,2024-W51,2024-2025,186.7,ERVISS
ILI incidence,DK,2024-12-29,2024-W52,2024-2025,106.9,ERVISS
ILI incidence,DK,2025-01-05,2025-W01,2024-2025,136.7,ERVISS
ILI incidence,DK,2025-01-12,2025-W02,2024-2025,153.2,ERVISS
ILI incidence,DK,2025-01-19,2025-W03,2024-2025,154.8,ERVISS
ILI incidence,DK,2025-01-26,2025-W04,2024-2025,168.0,ERVISS
ILI incidence,DK,2025-02-02,2025-W05,2024-2025,202.7,ERVISS
ILI incidence,DK,2025-02-09,2025-W06,2024-2025,213.1,ERVISS
ILI incidence,DK,2025-02-16,2025-W07,2024-2025,243.8,ERVISS
ILI incidence,DK,2025-02-23,2025-W08,2024-2025,189.1,ERVISS
ILI incidence,DK,2025-03-02,2025-W09,2024-2025,222.8,ERVISS
ILI incidence,DK,2025-03-09,2025-W10,2024-2025,205.4,ERVISS
ILI incidence,DK,2025-03-16,2025-W11,2024-2025,200.3,ERVISS
ILI incidence,DK,2025-03-23,2025-W12,2024-2025,157.1,ERVISS
ILI incidence,DK,2025-03-30,2025-W13,2024-2025,150.0,ERVISS
ILI incidence,DK,2025-04-06,2025-W14,2024-2025,129.8,ERVISS
ILI incidence,EE,2023-10-22,2023-W42,2023-2024,145.1,ERVISS
ILI incidence,EE,2023-10-29,2023-W43,2023-2024,194.8,ERVISS
ILI incidence,EE,2023-11-05,2023-W44,2023-2024,220.6,ERVISS
ILI incidence,EE,2023-11-12,2023-W45,2023-2024,295.3,ERVISS
ILI incidence,EE,2023-11-19,2023-W46,2023-2024,309.0,ERVISS
ILI incidence,EE,2023-11-26,2023-W47,2023-2024,300.4,ERVISS
ILI incidence,EE,2023-12-03,2023-W48,2023-2024,345.1,ERVISS
ILI incidence,EE,2023-12-10,2023-W49,2023-2024,339.9,ERVISS
ILI incidence,EE,2023-12-17,2023-W50,2023-2024,395.7,ERVISS
ILI incidence,EE,2023-12-24,2023-W51,2023-2024,325.3,ERVISS
ILI incidence,EE,2023-12-31,2023-W52,2023-2024,306.4,ERVISS
ILI incidence,EE,2024-01-07,2024-W01,2023-2024,352.8,ERVISS
ILI incidence,EE,2024-01-14,2024-W02,2023-2024,312.4,ERVISS
ILI incidence,EE,2024-01-21,2024-W03,2023-2024,295.3,ERVISS
ILI incidence,EE,2024-01-28,2024-W04,2023-2024,288.4,ERVISS
ILI incidence,EE,2024-02-04,2024-W05,2023-2024,318.4,ERVISS
ILI incidence,EE,2024-02-11,2024-W06,2023-2024,293.6,ERVISS
ILI incidence,EE,2024-02-18,2024-W07,2023-2024,289.3,ERVISS
ILI incidence,EE,2024-02-25,2024-W08,2023-2024,302.1,ERVISS
ILI incidence,EE,2024-03-03,2024-W09,2023-2024,271.2,ERVISS
ILI incidence,EE,2024-03-10,2024-W10,2023-2024,231.8,ERVISS
ILI incidence,EE,2024-03-17,2024-W11,2023-2024,178.5,ERVISS
ILI incidence,EE,2024-03-24,2024-W12,2023-2024,218.0,ERVISS
ILI incidence,EE,2024-03-31,2024-W13,2023-2024,212.0,ERVISS
ILI incidence,EE,2024-04-07,2024-W14,2023-2024,219.7,ERVISS
ILI incidence,EE,2024-10-20,2024-W42,2024-2025,276.0,ERVISS
ILI incidence,EE,2024-10-27,2024-W43,2024-2025,221.3,ERVISS
ILI incidence,EE,2024-11-03,2024-W44,2024-2025,217.7,ERVISS
ILI incidence,EE,2024-11-10,2024-W45,2024-2025,215.9,ERVISS
ILI incidence,EE,2024-11-17,2024-W46,2024-2025,213.2,ERVISS
ILI incidence,EE,2024-11-24,2024-W47,2024-2025,233.9,ERVISS
ILI incidence,EE,2024-12-01,2024-W48,2024-2025,294.8,ERVISS
ILI incidence,EE,2024-12-08,2024-W49,2024-2025,267.9,ERVISS
ILI incidence,EE,2024-12-15,2024-W50,2024-2025,329.7,ERVISS
ILI incidence,EE,2024-12-22,2024-W51,2024-2025,329.7,ERVISS
ILI incidence,EE,2024-12-29,2024-W52,2024-2025,329.7,ERVISS
ILI incidence,EE,2025-01-05,2025-W01,2024-2025,259.8,ERVISS
ILI incidence,EE,2025-01-12,2025-W02,2024-2025,265.2,ERVISS
ILI incidence,EE,2025-01-19,2025-W03,2024-2025,285.8,ERVISS
ILI incidence,EE,2025-01-26,2025-W04,2024-2025,380.8,ERVISS
ILI incidence,EE,2025-02-02,2025-W05,2024-2025,406.8,ERVISS
ILI incidence,EE,2025-02-09,2025-W06,2024-2025,390.6,ERVISS
ILI incidence,EE,2025-02-16,2025-W07,2024-2025,357.5,ERVISS
ILI incidence,EE,2025-02-23,2025-W08,2024-2025,361.1,ERVISS
ILI incidence,EE,2025-03-02,2025-W09,2024-2025,345.0,ERVISS
ILI incidence,EE,2025-03-09,2025-W10,2024-2025,347.6,ERVISS
ILI incidence,EE,2025-03-16,2025-W11,2024-2025,384.4,ERVISS
ILI incidence,EE,2025-03-23,2025-W12,2024-2025,364.7,ERVISS
ILI incidence,EE,2025-03-30,2025-W13,2024-2025,332.4,ERVISS
ILI incidence,EE,2025-04-06,2025-W14,2024-2025,319.0,ERVISS
ILI incidence,ES,2023-10-22,2023-W42,2023-2024,8.1,ERVISS
ILI incidence,ES,2023-10-29,2023-W43,2023-2024,9.2,ERVISS
ILI incidence,ES,2023-11-05,2023-W44,2023-2024,8.8,ERVISS
ILI incidence,ES,2023-11-12,2023-W45,2023-2024,12.9,ERVISS
ILI incidence,ES,2023-11-19,2023-W46,2023-2024,16.6,ERVISS
ILI incidence,ES,2023-11-26,2023-W47,2023-2024,20.7,ERVISS
ILI incidence,ES,2023-12-03,2023-W48,2023-2024,30.0,ERVISS
ILI incidence,ES,2023-12-10,2023-W49,2023-2024,29.5,ERVISS
ILI incidence,ES,2023-12-17,2023-W50,2023-2024,56.1,ERVISS
ILI incidence,ES,2023-12-24,2023-W51,2023-2024,85.7,ERVISS
ILI incidence,ES,2023-12-31,2023-W52,2023-2024,126.3,ERVISS
ILI incidence,ES,2024-01-07,2024-W01,2023-2024,140.6,ERVISS
ILI incidence,ES,2024-01-14,2024-W02,2023-2024,138.2,ERVISS
ILI incidence,ES,2024-01-21,2024-W03,2023-2024,90.3,ERVISS
ILI incidence,ES,2024-01-28,2024-W04,2023-2024,52.5,ERVISS
ILI incidence,ES,2024-02-04,2024-W05,2023-2024,33.7,ERVISS
ILI incidence,ES,2024-02-11,2024-W06,2023-2024,24.9,ERVISS
ILI incidence,ES,2024-02-18,2024-W07,2023-2024,19.6,ERVISS
ILI incidence,ES,2024-02-25,2024-W08,2023-2024,17.4,ERVISS
ILI incidence,ES,2024-03-03,2024-W09,2023-2024,15.3,ERVISS
ILI incidence,ES,2024-03-10,2024-W10,2023-2024,15.0,ERVISS
ILI incidence,ES,2024-03-17,2024-W11,2023-2024,14.1,ERVISS
ILI incidence,ES,2024-03-24,2024-W12,2023-2024,11.8,ERVISS
ILI incidence,ES,2024-03-31,2024-W13,2023-2024,8.5,ERVISS
ILI incidence,ES,2024-04-07,2024-W14,2023-2024,10.1,ERVISS
ILI incidence,ES,2024-10-20,2024-W42,2024-2025,10.6,ERVISS
ILI incidence,ES,2024-10-27,2024-W43,2024-2025,10.5,ERVISS
ILI incidence,ES,2024-11-03,2024-W44,2024-2025,9.0,ERVISS
ILI incidence,ES,2024-11-10,2024-W45,2024-2025,11.2,ERVISS
ILI incidence,ES,2024-11-17,2024-W46,2024-2025,12.1,ERVISS
ILI incidence,ES,2024-11-24,2024-W47,2024-2025,14.3,ERVISS
ILI incidence,ES,2024-12-01,2024-W48,2024-2025,15.3,ERVISS
ILI incidence,ES,2024-12-08,2024-W49,2024-2025,15.6,ERVISS
ILI incidence,ES,2024-12-15,2024-W50,2024-2025,23.0,ERVISS
ILI incidence,ES,2024-12-22,2024-W51,2024-2025,33.5,ERVISS
ILI incidence,ES,2024-12-29,2024-W52,2024-2025,38.3,ERVISS
ILI incidence,ES,2025-01-05,2025-W01,2024-2025,60.7,ERVISS
ILI incidence,ES,2025-01-12,2025-W02,2024-2025,108.2,ERVISS
ILI incidence,ES,2025-01-19,2025-W03,2024-2025,117.8,ERVISS
ILI incidence,ES,2025-01-26,2025-W04,2024-2025,137.4,ERVISS
ILI incidence,ES,2025-02-02,2025-W05,2024-2025,115.2,ERVISS
ILI incidence,ES,2025-02-09,2025-W06,2024-2025,97.2,ERVISS
ILI incidence,ES,2025-02-16,2025-W07,2024-2025,81.3,ERVISS
ILI incidence,ES,2025-02-23,2025-W08,2024-2025,60.4,ERVISS
ILI incidence,ES,2025-03-02,2025-W09,2024-2025,40.0,ERVISS
ILI incidence,ES,2025-03-09,2025-W10,2024-2025,33.4,ERVISS
ILI incidence,ES,2025-03-16,2025-W11,2024-2025,27.7,ERVISS
ILI incidence,ES,2025-03-23,2025-W12,2024-2025,24.8,ERVISS
ILI incidence,ES,2025-03-30,2025-W13,2024-2025,22.8,ERVISS
ILI incidence,ES,2025-04-06,2025-W14,2024-2025,20.2,ERVISS
ILI incidence,FI,2023-10-22,2023-W42,2023-2024,3.4,ERVISS
ILI incidence,FI,2023-10-29,2023-W43,2023-2024,3.9,ERVISS
ILI incidence,FI,2023-11-05,2023-W44,2023-2024,3.9,ERVISS
ILI incidence,FI,2023-11-12,2023-W45,2023-2024,3.9,ERVISS
ILI incidence,FI,2023-11-19,2023-W46,2023-2024,3.9,ERVISS
ILI incidence,FI,2023-11-26,2023-W47,2023-2024,7.8,ERVISS
ILI incidence,FI,2023-12-03,2023-W48,2023-2024,12.7,ERVISS
ILI incidence,FI,2023-12-10,2023-W49,2023-2024,25.4,ERVISS
ILI incidence,FI,2023-12-17,2023-W50,2023-2024,53.6,ERVISS
ILI incidence,FI,2023-12-24,2023-W51,2023-2024,88.8,ERVISS
ILI incidence,FI,2023-12-31,2023-W52,2023-2024,121.8,ERVISS
ILI incidence,FI,2024-01-07,2024-W01,2023-2024,88.8,ERVISS
ILI incidence,FI,2024-01-14,2024-W02,2023-2024,70.9,ERVISS
ILI incidence,FI,2024-01-21,2024-W03,2023-2024,47.2,ERVISS
ILI incidence,FI,2024-01-28,2024-W04,2023-2024,43.4,ERVISS
ILI incidence,FI,2024-02-04,2024-W05,2023-2024,40.9,ERVISS
ILI incidence,FI,2024-02-11,2024-W06,2023-2024,32.3,ERVISS
ILI incidence,FI,2024-02-18,2024-W07,2023-2024,29.7,ERVISS
ILI incidence,FI,2024-02-25,2024-W08,2023-2024,28.1,ERVISS
ILI incidence,FI,2024-03-03,2024-W09,2023-2024,23.1,ERVISS
ILI incidence,FI,2024-03-10,2024-W10,2023-2024,17.6,ERVISS
ILI incidence,FI,2024-03-17,2024-W11,2023-2024,14.3,ERVISS
ILI incidence,FI,2024-03-24,2024-W12,2023-2024,14.0,ERVISS
ILI incidence,FI,2024-03-31,2024-W13,2023-2024,14.5,ERVISS
ILI incidence,FI,2024-04-07,2024-W14,2023-2024,13.3,ERVISS
ILI incidence,FI,2024-10-20,2024-W42,2024-2025,2.3,ERVISS
ILI incidence,FI,2024-10-27,2024-W43,2024-2025,2.8,ERVISS
ILI incidence,FI,2024-11-03,2024-W44,2024-2025,2.6,ERVISS
ILI incidence,FI,2024-11-10,2024-W45,2024-2025,3.6,ERVISS
ILI incidence,FI,2024-11-17,2024-W46,2024-2025,4.1,ERVISS
ILI incidence,FI,2024-11-24,2024-W47,2024-2025,4.5,ERVISS
ILI incidence,FI,2024-12-01,2024-W48,2024-2025,5.6,ERVISS
ILI incidence,FI,2024-12-08,2024-W49,2024-2025,6.9,ERVISS
ILI incidence,FI,2024-12-15,2024-W50,2024-2025,10.1,ERVISS
ILI incidence,FI,2024-12-22,2024-W51,2024-2025,18.9,ERVISS
ILI incidence,FI,2024-12-29,2024-W52,2024-2025,25.5,ERVISS
ILI incidence,FI,2025-01-05,2025-W01,2024-2025,26.2,ERVISS
ILI incidence,FI,2025-01-12,2025-W02,2024-2025,23.1,ERVISS
ILI incidence,FI,2025-01-19,2025-W03,2024-2025,29.8,ERVISS
ILI incidence,FI,2025-01-26,2025-W04,2024-2025,39.2,ERVISS
ILI incidence,FI,2025-02-02,2025-W05,2024-2025,39.2,ERVISS
ILI incidence,FI,2025-02-09,2025-W06,2024-2025,44.8,ERVISS
ILI incidence,FI,2025-02-16,2025-W07,2024-2025,60.7,ERVISS
ILI incidence,FI,2025-02-23,2025-W08,2024-2025,86.8,ERVISS
ILI incidence,FI,2025-03-02,2025-W09,2024-2025,121.4,ERVISS
ILI incidence,FI,2025-03-09,2025-W10,2024-2025,115.3,ERVISS
ILI incidence,FI,2025-03-16,2025-W11,2024-2025,124.3,ERVISS
ILI incidence,FI,2025-03-23,2025-W12,2024-2025,113.8,ERVISS
ILI incidence,FI,2025-03-30,2025-W13,2024-2025,111.8,ERVISS
ILI incidence,FI,2025-04-06,2025-W14,2024-2025,90.5,ERVISS
ILI incidence,FR,2023-10-22,2023-W42,2023-2024,86.6,ERVISS
ILI incidence,FR,2023-10-29,2023-W43,2023-2024,68.5,ERVISS
ILI incidence,FR,2023-11-05,2023-W44,2023-2024,76.1,ERVISS
ILI incidence,FR,2023-11-12,2023-W45,2023-2024,109.7,ERVISS
ILI incidence,FR,2023-11-19,2023-W46,2023-2024,127.8,ERVISS
ILI incidence,FR,2023-11-26,2023-W47,2023-2024,169.1,ERVISS
